female;phsrank;BA;AA;black;hispanic;id;exper;jc;univ;lwage;stotal;smcity;medcity;submed;lgcity;sublg;vlgcity;subvlg;ne;nc;south;totcoll
0;12;0;0;0;0;21672;101;2.033.333;3.966.667;2.744.418;-.327343;0;0;0;0;0;0;1;0;0;0;6
1;91;1;0;0;0;21681;155;0;4.233.333;1.791.759;.5879101;1;0;0;0;0;0;0;0;0;0;4.233.333
0;76;1;0;0;0;21684;159;0;4.233.333;2.407.946;.2446901;0;0;1;0;0;0;0;1;0;0;4.233.333
0;3;0;0;0;0;21687;160;0;0;1.647.948;-23.409;0;0;0;0;0;0;0;0;0;1;0
0;79;1;0;1;0;21738;119;0;4.266.667;2.447.166;-.0985298;0;0;0;1;0;0;0;0;0;1;4.266.667
0;91;0;0;0;1;21762;166;1.833.333;0;2.213.753;-.1214111;1;0;0;0;0;0;0;0;0;1;1.833.333
0;77;0;0;0;0;21767;150;0;5.733.329;2.394.252;.9082486;1;0;0;0;0;0;0;1;0;0;5.733.329
0;57;0;0;0;0;21782;159;1.6;0;2.844.909;1.342.994;0;0;0;0;1;0;0;1;0;0;1.6
1;81;0;0;0;1;21785;153;0;0;2.057.847;-.2358177;1;0;0;0;0;0;0;0;0;0;0
1;56;0;0;0;0;21786;10;0;0;1.504.077;-1.013.783;0;0;0;0;0;0;0;0;0;1;0
1;96;1;0;0;0;21806;80;0;657.777;1.658.228;1.983.671;0;1;0;0;0;0;0;0;0;0;657.777
0;64;1;0;0;0;21809;97;.1666667;4.266.667;3.218.876;.4506221;0;0;0;1;0;0;0;0;1;0;4.433.333
1;39;0;0;0;0;21816;154;.1333331;0;2.214.846;-1.036.664;0;1;0;0;0;0;0;0;0;0;.1333331
0;50;0;0;0;0;21821;126;0;0;2.014.903;-1.562.935;1;0;0;0;0;0;0;0;0;1;0
1;99;1;0;0;0;21848;117;0;4.233.333;2.567.026;1.365.875;0;0;0;1;0;0;0;1;0;0;4.233.333
0;46;0;0;0;0;21856;94;0;0;2.147.392;-.533275;0;0;0;1;0;0;0;0;1;0;0
0;48;0;0;0;0;21857;129;0;0;2.744.418;-.601919;1;0;0;0;0;0;0;1;0;0;0
0;82;1;0;0;0;21874;138;1.133.333;4.355.549;1.803.856;.1302835;0;0;0;0;0;0;0;0;0;0;5.488.883
1;50;0;0;0;0;21925;118;0;0;189.712;.8396046;0;0;0;1;0;0;0;0;1;0;0
0;47;0;0;0;0;21930;128;0;6.333.333;2.484.907;-.3502244;0;0;0;0;0;0;0;0;0;1;6.333.333
1;58;1;0;0;0;21946;89;0;4.016.667;16.857;.5421474;1;0;0;0;0;0;0;1;0;0;4.016.667
0;8;0;0;0;0;21967;155;0;0;1.599.387;-.3044617;0;0;0;1;0;0;0;0;0;1;0
1;78;1;0;0;0;21971;144;0;4.399.994;2.677.279;1.205.706;0;1;0;0;0;0;0;0;0;0;4.399.994
1;82;0;1;0;0;21978;114;2.933.328;0;2.484.907;.9997739;0;0;0;0;0;0;0;0;0;1;2.933.328
1;60;0;0;0;0;21999;134;.7666667;0;2.264.134;0;0;0;0;0;0;0;0;0;0;1;.7666667
1;52;0;0;1;0;22026;118;1.9;0;1.410.987;-1.151.071;0;1;0;0;0;0;0;1;0;0;1.9
1;55;0;0;0;0;22027;99;0;0;1.969.816;.0845208;0;0;1;0;0;0;0;1;0;0;0
0;30;0;0;0;0;22034;121;0;7.5;1.060.161;.5421474;0;0;0;0;1;0;0;0;0;1;7.5
0;91;1;0;0;0;22037;136;0;5.622.216;2.525.729;1.365.875;0;0;0;0;1;0;0;0;1;0;5.622.216
0;57;1;0;1;0;22039;125;0;5.683.333;2.389.596;-.1900551;0;1;0;0;0;0;0;0;1;0;5.683.333
0;9;0;0;0;0;22040;160;0;0;252.172;-.464631;0;1;0;0;0;0;0;0;1;0;0
1;26;0;0;0;0;22048;166;0;0;1.093.125;-1.791.748;0;0;0;0;0;0;0;0;0;1;0
1;97;0;0;0;0;22057;127;0;0;2.490.723;.0616395;1;0;0;0;0;0;0;0;1;0;0
0;34;0;0;0;0;22071;159;0;0;260.269;.8624859;1;0;0;0;0;0;0;1;0;0;0
1;25;0;0;0;0;22084;156;0;0;1.701.105;-.2815804;0;0;0;0;0;0;0;0;1;0;0
0;84;1;0;0;1;22093;87;0;6.711.103;2.174.028;-.1214111;1;0;0;0;0;0;0;0;0;0;6.711.103
1;69;0;0;0;0;22101;132;0;0;2.302.585;.7709606;1;0;0;0;0;0;0;1;0;0;0
1;76;0;0;1;0;22119;106;0;0;1.704.428;-.6934443;0;0;0;0;0;0;0;0;0;1;0
0;1;0;0;0;1;22121;132;0;0;1.791.759;-268.412;0;1;0;0;0;0;0;0;0;1;0
0;22;0;0;0;0;22129;130;0;0;2.231.789;-.4188684;1;0;0;0;0;0;0;1;0;0;0
0;50;1;0;0;0;22131;86;0;5.133.333;2.877.949;.1074022;0;1;0;0;0;0;0;0;0;0;5.133.333
1;76;0;0;0;0;22141;158;0;1.633.331;1.808.289;.9311299;1;0;0;0;0;0;0;0;1;0;1.633.331
1;50;0;0;0;0;22151;122;0;.7443329;1.321.756;.0845208;0;0;0;0;0;0;1;1;0;0;.7443329
1;67;0;0;0;0;22153;54;0;0;1.677.096;-.0985298;1;0;0;0;0;0;0;0;0;1;0
1;98;0;0;0;0;22179;70;0;7.5;1.609.438;161.757;1;0;0;0;0;0;0;0;1;0;7.5
0;80;0;0;0;0;22181;162;0;0;2.169.054;-2.112.087;0;0;0;0;0;0;0;0;0;1;0
0;90;0;0;0;0;22186;117;0;0;2.014.903;.5879101;0;0;1;0;0;0;0;0;0;1;0
1;75;1;0;0;0;22223;98;0;4.133.327;2.252.248;.3362154;1;0;0;0;0;0;0;0;0;0;4.133.327
1;50;0;0;1;0;22229;149;0;0;2.309.816;-1.700.223;0;0;0;1;0;0;0;1;0;0;0
1;93;1;0;0;0;22232;41;0;4.644.438;1.526.056;.7023167;0;0;0;0;0;0;0;0;0;1;4.644.438
0;92;0;0;0;0;22243;138;0;7.066.667;2.516.159;1.594.688;0;0;0;0;0;0;1;1;0;0;7.066.667
0;79;1;0;0;0;22247;106;0;7.133.329;2.283.937;1.594.688;0;0;1;0;0;0;0;0;0;0;7.133.329
1;79;0;0;0;0;22260;131;0;6.5;2.813.411;1.205.706;0;0;1;0;0;0;0;0;1;0;6.5
1;98;0;0;0;0;22284;113;0;5.177.769;2.367.249;1.365.875;0;0;0;0;0;0;0;0;1;0;5.177.769
0;6;0;0;0;0;22292;134;0;0;1.739.116;-.5561563;0;1;0;0;0;0;0;0;1;0;0
0;20;1;0;0;0;22294;108;0;4.933.329;2.525.729;.793842;1;0;0;0;0;0;0;0;0;0;4.933.329
0;50;0;0;0;0;22295;149;1;0;2.697.326;.1531648;0;1;0;0;0;0;0;0;1;0;1
1;93;1;0;0;1;22302;106;.3833333;3.9;2.914.763;.8853673;1;0;0;0;0;0;0;0;0;0;4.283.333
0;50;0;0;0;0;22304;166;0;0;2.639.057;-1.151.071;0;1;0;0;0;0;0;0;0;1;0
1;78;0;0;0;0;22317;141;0;0;2.302.585;-.3044617;1;0;0;0;0;0;0;0;0;1;0
1;94;0;0;0;0;22345;116;0;7.177.771;2.421.537;.793842;0;0;0;0;0;0;0;0;1;0;7.177.771
1;91;0;0;0;0;22348;75;3.833.333;0;2.243.745;.6107914;0;0;0;0;0;0;0;1;0;0;3.833.333
1;87;0;0;0;0;22364;101;.1;3.116.667;2.525.729;1.548.926;0;1;0;0;0;0;0;0;0;0;3.216.666
0;49;0;0;0;0;22366;162;0;0;2.309.561;1.503.163;0;0;0;0;1;0;0;0;0;1;0
1;76;0;1;0;0;22367;138;0;2.599.995;274.084;1.137.062;1;0;0;0;0;0;0;0;1;0;2.599.995
0;4;0;0;0;1;22369;142;0;0;1.504.077;-2.112.087;1;0;0;0;0;0;0;0;0;1;0
1;69;0;0;0;0;22370;162;0;0;2.148.403;.0616395;0;0;0;0;0;0;0;0;0;1;0
1;23;0;0;0;0;22383;150;.3333328;0;2.079.442;-1.402.765;0;1;0;0;0;0;0;0;0;1;.3333328
1;99;1;0;0;0;22388;71;0;4.988.883;2.355.237;.9768926;0;0;0;0;1;0;0;0;0;1;4.988.883
0;50;0;1;0;0;22405;108;2.133.333;0;2.266.958;-.533275;0;0;0;1;0;0;0;1;0;0;2.133.333
0;88;1;0;0;0;22416;159;0;4.066.667;2.966.745;.6794354;0;0;0;0;0;0;1;0;0;1;4.066.667
1;25;0;0;0;0;22419;132;0;4.166.667;3.258.096;.793842;0;0;0;0;0;0;1;0;0;1;4.166.667
1;61;0;0;1;0;22433;166;0;0;2.484.907;-1.059.546;1;0;0;0;0;0;0;0;0;1;0
1;19;0;0;1;0;22434;143;1;0;1.871.802;-2.592.594;0;0;1;0;0;0;0;0;0;1;1
1;67;0;0;0;0;22451;148;0;0;1.232.865;-1.425.647;0;0;0;1;0;0;0;1;0;0;0
0;2;0;0;0;0;22489;154;0;0;1.423.108;-2.226.493;0;0;0;0;0;0;0;0;1;0;0
0;29;0;0;0;0;22498;164;.1;0;2.621.039;.2218088;0;0;0;0;0;0;0;0;1;0;.1
0;42;0;0;0;1;22532;116;0;0;1.925.416;-2.752.764;1;0;0;0;0;0;0;0;0;0;0
0;83;1;0;0;0;22535;119;0;4.866.667;2.639.057;0;0;0;1;0;0;0;0;0;1;0;4.866.667
0;25;0;0;0;0;22563;162;0;0;2.466.403;-1.082.427;0;0;0;0;0;0;0;0;0;1;0
1;54;1;0;0;0;22580;119;.9333333;2;2.025.386;1.503.163;1;0;0;0;0;0;0;0;0;1;2.933.333
1;78;1;0;0;0;22597;145;0;4.133.333;280.336;.3590968;0;1;0;0;0;0;0;0;0;0;4.133.333
1;68;0;0;0;0;22607;160;0;0;2.079.442;1.320.112;0;0;0;0;1;0;0;1;0;0;0
0;58;0;0;0;1;22623;100;0;0;2.734.138;-1.013.783;0;0;0;0;0;0;0;0;0;0;0
0;78;0;0;1;0;22653;84;0;7.266.663;2.184.802;1.182.824;1;0;0;0;0;0;0;0;1;0;7.266.663
1;97;1;0;0;1;22660;95;0;4.7;2.312.924;.1074022;0;0;0;1;0;0;0;0;0;1;4.7
0;73;0;1;0;0;22662;150;3.833.333;0;2.920.766;-.1671738;0;0;0;0;0;0;1;0;0;0;3.833.333
1;94;0;1;0;0;22667;105;2.466.664;0;2.224.623;.6794354;0;0;0;0;0;0;0;0;1;0;2.466.664
0;2;0;0;1;0;22668;139;0;4.688.883;2.525.729;-1.402.765;0;1;0;0;0;0;0;0;0;1;4.688.883
0;31;0;0;0;0;22682;123;.4;1.633.333;3.170.086;.4048594;0;0;0;0;0;0;1;0;1;0;2.033.333
0;22;0;1;0;0;22700;155;2.222.219;.9;2.639.057;.6107914;0;0;0;0;1;0;0;0;0;1;3.122.219
1;23;0;0;0;0;22739;135;0;0;1.871.802;-.2815804;0;0;0;1;0;0;0;0;1;0;0
1;95;1;0;0;0;22762;105;0;4.233.333;280.336;1.526.044;0;0;0;0;0;0;1;1;0;0;4.233.333
1;48;0;0;0;0;22773;152;0;0;2.564.949;-.0070045;0;0;0;0;0;0;0;0;1;0;0
0;79;0;0;0;0;22784;121;.9;.2333328;2.813.411;.6794354;1;0;0;0;0;0;0;0;0;0;1.133.333
1;44;0;0;0;0;22790;101;0;0;2.079.442;.1302835;1;0;0;0;0;0;0;1;0;0;0
1;41;0;0;0;1;22792;123;0;3.266.667;1.938.742;-1.608.697;1;0;0;0;0;0;0;0;0;0;3.266.667
1;71;0;0;0;0;22799;122;0;2.4;1.910.975;-.1671738;0;1;0;0;0;0;0;0;1;0;2.4
1;67;1;0;0;0;22806;130;0;4.311.109;194.591;0;0;0;1;0;0;0;0;0;1;0;4.311.109
1;64;0;0;1;0;22837;118;0;0;2.157.658;-.3731057;0;0;0;0;1;0;0;0;0;1;0
1;25;0;0;1;0;22849;8;0;0;1.558.145;-1.723.104;0;1;0;0;0;0;0;0;0;1;0
0;37;0;0;0;0;22872;89;.3777772;0;2.198.657;-.7163256;0;0;0;0;0;0;1;0;1;0;.3777772
0;25;0;0;0;0;22901;104;0;0;1.568.616;.0387582;0;0;0;0;0;0;1;0;1;0;0
0;29;0;0;0;0;22903;155;0;.6;2.223.312;.9540113;0;0;1;0;0;0;0;0;0;1;.6
1;87;1;0;0;0;22904;82;0;415.555;3.020.425;1.068.418;0;0;0;0;0;0;0;0;1;0;415.555
1;22;0;0;0;0;22908;138;0;0;1.835.671;-.8764949;1;0;0;0;0;0;0;0;0;1;0
0;51;1;0;0;0;22933;145;0;5.1;1.866.637;.9768926;0;0;0;0;0;0;0;0;1;0;5.1
0;50;1;0;0;0;22950;130;0;4.1;2.943.269;-.1900551;1;0;0;0;0;0;0;1;0;0;4.1
1;26;0;0;0;0;22952;114;.3333333;0;240.243;1.137.062;0;0;0;0;0;0;1;0;0;0;.3333333
0;69;1;0;0;0;22982;60;0;4.277.771;2.564.949;-.4875124;1;0;0;0;0;0;0;1;0;0;4.277.771
1;80;0;0;0;0;22985;166;0;0;2.086.914;-.1671738;0;0;0;0;0;0;0;0;1;0;0
1;50;0;0;1;0;22987;113;0;0;2.761.818;.1302835;0;1;0;0;0;0;0;0;0;1;0
1;71;1;0;0;0;23006;119;1.5;2.888.882;1.727.221;0;1;0;0;0;0;0;0;0;0;0;4.388.882
1;83;0;0;0;0;23014;112;0;5.777.771;2.396.483;.8167233;0;0;0;0;1;0;0;0;1;0;5.777.771
0;50;0;0;0;0;23034;155;0;0;2.102.913;-.8764949;0;0;0;0;0;0;0;0;0;1;0
1;74;0;0;0;0;23064;71;1.655.554;.5833333;1.386.294;.8624859;1;0;0;0;0;0;0;0;1;0;2.238.888
0;10;0;0;0;0;23067;154;0;0;2.351.375;-2.134.968;0;1;0;0;0;0;0;0;0;1;0
1;50;1;0;0;0;23080;120;0;4.8;2.597.385;.8853673;0;0;1;0;0;0;0;0;0;1;4.8
0;94;1;0;0;0;23117;120;0;4.533.333;2.973.259;.7023167;1;0;0;0;0;0;0;0;1;0;4.533.333
0;12;0;0;0;0;23120;164;0;0;2.639.057;-1.425.647;0;0;0;0;0;0;0;0;1;0;0
0;63;1;0;0;0;23138;43;.1;4.066.667;2.864.464;-.2358177;1;0;0;0;0;0;0;1;0;0;4.166.667
1;65;0;0;0;0;23165;147;0;.2;2.163.972;.1989275;0;0;0;0;0;0;1;1;0;0;.2
0;23;0;0;1;0;23168;58;0;.2;.6931472;-1.173.952;0;0;0;1;0;0;0;0;1;0;.2
1;95;0;0;0;0;23207;124;.1999997;1.133.333;2.577.458;1.091.299;0;0;0;0;0;0;0;0;0;0;1.333.332
1;82;0;0;0;0;23215;92;0;2.2;3.218.876;1.068.418;0;0;0;0;0;0;1;0;0;1;2.2
0;46;0;0;0;1;23228;166;0;0;2.813.411;-1.173.952;1;0;0;0;0;0;0;0;0;0;0
1;99;0;0;1;0;23231;109;0;2.033.331;2.162.172;-.4417497;0;0;0;0;0;1;0;0;0;1;2.033.331
0;48;0;0;0;0;23241;88;0;0;1.981.001;14.574;0;0;0;0;0;0;1;0;1;0;0
0;30;0;0;0;0;23252;132;0;.5666656;1.609.438;.3133341;1;0;0;0;0;0;0;0;0;0;.5666656
1;39;0;0;0;0;23266;161;0;0;2.069.161;.0845208;0;0;1;0;0;0;0;0;0;1;0
1;99;0;0;0;0;23276;149;3;4.177.771;3.113.515;0;0;0;0;0;0;0;0;0;0;0;7.177.771
1;26;0;0;0;0;23288;160;0;0;2.009.555;-.7620883;0;0;0;0;0;0;0;0;0;1;0
0;33;0;0;0;0;23299;155;0;0;2.747.271;-.6934443;0;0;0;0;0;1;0;0;0;1;0
1;39;1;0;0;0;23304;137;0;4.1;2.784.423;-.4417497;0;0;0;0;0;0;1;1;0;0;4.1
1;76;0;0;0;0;23318;101;0;0;1.847.529;.1074022;0;0;0;0;0;0;0;0;0;1;0
1;59;1;0;0;0;23334;31;0;5.033.333;1.654.795;-.1671738;0;0;0;0;0;0;1;1;0;0;5.033.333
1;84;0;0;0;1;23342;57;0;0;1.139.434;-1.540.053;0;0;0;0;0;0;0;0;0;1;0
0;51;0;0;0;0;23350;138;0;0;2.120.264;.6107914;0;0;1;0;0;0;0;1;0;0;0
0;44;0;0;1;0;23374;155;.0666666;.7666663;2.332.144;.6336727;0;1;0;0;0;0;0;0;0;1;.8333329
0;0;0;0;0;0;23389;166;0;0;1.609.438;-2.432.425;1;0;0;0;0;0;0;0;1;0;0
1;41;0;0;0;0;23399;130;0;0;2.438.927;0;1;0;0;0;0;0;0;0;0;0;0
1;97;1;0;0;0;23413;152;0;5.861.103;1.973.386;1.159.943;0;0;0;0;1;0;0;0;0;1;5.861.103
1;66;0;0;1;0;23418;110;0;6.666.667;2.877.949;.3362154;0;0;0;0;0;1;0;0;0;1;6.666.667
0;27;0;0;0;0;23422;119;0;0;2.922.085;-1.357.003;0;0;0;1;0;0;0;0;0;0;0
1;76;1;0;0;0;23445;141;2.399.997;2.433.333;2.397.895;.2675714;0;0;0;0;0;0;0;0;0;0;483.333
0;29;0;1;0;0;23459;159;0;3.366.662;2.365.154;-.0070045;0;0;0;0;0;0;0;1;0;0;3.366.662
1;71;0;0;0;0;23479;107;.4333333;2.033.333;2.643.367;.8853673;0;0;0;0;0;0;1;0;0;0;2.466.667
1;11;0;0;0;0;23516;128;.6666667;0;2.206.074;0;0;0;0;0;1;0;0;1;0;0;.6666667
0;55;0;0;0;0;23523;57;0;7.366.667;2.374.906;14.574;0;0;0;1;0;0;0;0;0;1;7.366.667
1;50;1;0;0;0;23536;151;2.2;2.466.667;1.358.907;.9997739;1;0;0;0;0;0;0;0;0;1;4.666.667
0;67;0;0;0;0;23555;98;0;0;153.533;.6336727;1;0;0;0;0;0;0;1;0;0;0
0;51;1;0;0;0;23561;127;2.466.667;2.333.333;3.146.305;.2904528;0;0;1;0;0;0;0;1;0;0;4.8
1;58;1;0;0;0;23605;129;0;4.533.333;2.108.429;.4048594;0;0;0;0;0;0;0;1;0;0;4.533.333
1;57;0;1;0;0;23633;106;2.333.333;0;1.807.633;1.068.418;0;0;0;0;0;0;0;1;0;0;2.333.333
1;95;0;0;0;0;23645;82;0;5.333.333;2.642.188;1.068.418;1;0;0;0;0;0;0;1;0;0;5.333.333
1;87;1;0;0;0;23649;159;202.222;1.777.775;2.742.536;.7709606;0;0;0;0;1;0;0;0;1;0;3.799.995
0;25;0;0;1;0;23651;143;0;0;1.803.688;-2.798.527;1;0;0;0;0;0;0;0;0;1;0
0;48;0;0;0;0;23665;161;0;0;2.679.879;-1.219.715;0;0;0;0;1;0;0;1;0;0;0
0;19;0;0;0;0;23667;120;.0333333;0;2.217.686;.6794354;1;0;0;0;0;0;0;1;0;0;.0333333
0;85;0;0;0;0;23674;103;0;6.733.333;3.314.186;.8167233;0;0;0;0;1;0;0;0;1;0;6.733.333
1;78;1;0;1;0;23676;119;0;4.3;2.618.438;-.464631;1;0;0;0;0;0;0;0;0;1;4.3
1;41;0;0;0;0;23683;129;0;0;270.805;-.670563;1;0;0;0;0;0;0;1;0;0;0
0;77;0;0;0;0;23691;159;0;0;2.628.285;1.297.231;0;0;1;0;0;0;0;1;0;0;0
1;65;0;0;0;0;23710;158;0;0;2.197.225;.3590968;0;0;0;0;0;0;0;0;1;0;0
1;8;0;0;0;0;23713;76;0;0;1.495.981;-.6476817;0;0;0;0;0;0;0;1;0;0;0
1;90;0;0;0;0;23767;158;0;0;1.871.802;-.670563;0;0;0;0;0;0;0;0;0;1;0
1;50;1;0;0;0;23781;104;0;4.9;2.541.766;0;0;0;0;0;0;0;0;0;0;1;4.9
0;25;0;0;0;0;23788;140;0;1.733.333;.8675005;-.7163256;0;0;0;0;0;0;0;0;1;0;1.733.333
1;89;1;0;0;0;23806;116;0;4.333.333;3.178.054;1.091.299;1;0;0;0;0;0;0;1;0;0;4.333.333
0;4;0;0;0;0;23811;133;0;0;2.723.923;-.1214111;1;0;0;0;0;0;0;0;1;0;0
1;78;0;0;0;0;23818;138;0;5.983.329;3.267.799;1.182.824;1;0;0;0;0;0;0;1;0;0;5.983.329
1;91;0;0;0;0;23827;34;0;5.583.333;2.436.241;1.548.926;1;0;0;0;0;0;0;1;0;0;5.583.333
1;92;1;0;0;0;23843;50;0;4.966.667;1.609.438;.9997739;0;0;0;0;0;0;1;0;1;0;4.966.667
1;77;1;0;0;0;23847;117;0;4.044.437;189.712;.6336727;1;0;0;0;0;0;0;0;1;0;4.044.437
1;82;1;0;0;0;23849;106;3.35;2.333.333;2.690.351;.3590968;0;1;0;0;0;0;0;0;0;0;5.683.333
0;47;0;0;0;0;23850;66;.3;1.022.221;1.913.157;.793842;0;0;0;0;1;0;0;0;0;1;1.322.221
0;67;0;1;0;0;23852;144;2.166.667;.9666666;2.423.698;.9768926;0;1;0;0;0;0;0;0;0;0;3.133.333
1;69;0;1;0;0;23855;53;2.833.333;0;1.504.077;-.2129364;1;0;0;0;0;0;0;0;0;0;2.833.333
0;14;0;0;0;0;23856;144;0;0;1.909.543;-1.013.783;1;0;0;0;0;0;0;0;0;0;0
1;98;0;0;0;0;23860;128;0;3.544.442;3.198.673;196.079;0;0;1;0;0;0;0;1;0;0;3.544.442
1;59;0;0;0;0;23876;79;.6;0;2.484.907;.8167233;0;1;0;0;0;0;0;1;0;0;.6
0;56;0;0;0;0;23881;77;0;0;2.562.879;-.2129364;0;0;0;0;0;0;0;0;0;1;0
0;31;0;0;0;0;23887;155;0;0;1.781.709;0;1;0;0;0;0;0;0;0;1;0;0
1;84;0;0;0;0;23910;114;0;0;1.849.329;.725198;0;0;0;0;0;0;0;0;0;0;0
1;41;0;0;1;0;23921;101;0;0;120.896;-2.386.662;0;1;0;0;0;0;0;0;0;1;0
1;45;0;0;0;0;23922;26;0;0;2.014.903;-1.219.715;0;0;0;0;0;0;0;1;0;0;0
1;71;0;0;0;0;23928;80;2;3.022.221;2.698.481;-.2815804;1;0;0;0;0;0;0;0;1;0;5.022.221
1;86;0;0;0;0;23929;137;0;0;2.397.895;-.3731057;0;0;0;0;0;0;0;0;1;0;0
0;98;0;0;0;0;23934;118;0;7.5;2.955.778;1.365.875;0;0;0;0;1;0;0;0;1;0;7.5
1;75;0;0;0;0;23942;134;0;0;1.603.419;.6107914;1;0;0;0;0;0;0;0;1;0;0
0;69;0;0;0;0;23950;149;0;0;2.351.375;.3590968;0;0;0;0;0;0;0;1;0;0;0
1;59;0;0;0;0;23951;79;0;.6666667;2.038.451;-.0985298;0;0;0;0;1;0;0;0;0;1;.6666667
1;88;1;0;0;0;23953;106;0;4.166.667;2.583.997;0;0;0;0;0;0;0;1;0;0;0;4.166.667
1;86;1;0;0;0;23954;126;0;4.7;2.651.494;.5650287;1;0;0;0;0;0;0;0;1;0;4.7
1;52;0;0;0;0;23967;148;0;0;1.687.879;.3362154;0;0;0;1;0;0;0;0;0;0;0
0;18;0;0;0;0;24003;166;0;0;1.530.165;-2.066.324;0;0;0;0;0;0;0;1;0;0;0
0;53;0;0;0;0;24005;159;0;0;2.226.424;-.1671738;0;0;0;1;0;0;0;0;0;0;0
0;50;1;0;0;0;24016;160;0;4.333.333;295.491;1.022.655;0;0;0;0;0;0;1;0;0;1;4.333.333
0;67;0;0;0;0;24018;147;0;0;1.704.748;.5879101;0;0;0;0;1;0;0;0;0;1;0
0;67;0;0;0;0;24034;166;0;0;2.298.577;-1.768.867;0;0;0;0;0;0;0;0;0;1;0
1;39;0;0;0;0;24038;97;0;0;2.223.437;-1.036.664;0;0;0;0;1;0;0;0;1;0;0
1;87;1;0;0;0;24044;142;0;3.1;2.517.696;.7023167;0;0;0;0;0;0;0;0;1;0;3.1
1;50;0;0;0;0;24050;81;0;5.383.333;2.796.494;1.297.231;0;0;1;0;0;0;0;1;0;0;5.383.333
1;50;0;0;1;0;24062;131;0;0;2.343.315;-1.929.036;0;0;0;1;0;0;0;0;0;1;0
0;66;0;0;0;0;24079;115;0;.5;2.669.599;1.320.112;0;0;1;0;0;0;0;1;0;0;.5
0;32;0;0;0;0;24094;142;0;0;2.358.155;-.3731057;0;0;0;0;0;0;0;1;0;0;0
1;7;0;0;0;0;24118;150;.6;0;2.462.712;-.0070045;0;0;0;0;0;0;0;1;0;0;.6
1;89;0;0;0;0;24139;89;0;4.199.996;2.132.686;.5421474;0;0;0;0;0;0;0;0;1;0;4.199.996
0;71;0;0;0;0;24158;149;0;0;1.871.802;-1.768.867;0;0;0;0;0;0;0;0;0;1;0
0;77;0;0;0;0;24171;123;0;4.566.667;3.060.271;1.068.418;1;0;0;0;0;0;0;0;1;0;4.566.667
1;99;1;0;0;0;24175;115;0;5.505.552;1.951.667;.8624859;1;0;0;0;0;0;0;0;0;1;5.505.552
0;63;1;0;0;0;24176;102;1.866.667;2.9;2.654.806;.6794354;1;0;0;0;0;0;0;0;0;1;4.766.667
1;60;1;0;0;0;24189;136;0;3.466.663;198.568;-.3731057;1;0;0;0;0;0;0;0;0;0;3.466.663
0;50;0;0;0;0;24207;141;0;3.311.106;2.043.074;.0158769;0;0;0;0;0;0;0;0;0;1;3.311.106
1;77;1;0;0;0;24220;111;.7;5.233.333;2.525.729;1.137.062;0;1;0;0;0;0;0;0;0;0;5.933.333
0;50;0;0;0;0;24224;131;0;.3;1.871.802;.5192661;0;0;0;1;0;0;0;0;1;0;.3
1;48;0;1;0;0;24233;114;2.066.667;2.066.667;1.750.937;-.327343;0;0;0;0;0;0;0;0;1;0;4.133.333
0;50;0;0;1;0;24237;94;0;3;2.053.249;0;0;0;0;0;0;1;0;0;1;0;3
1;82;1;0;0;0;24238;76;0;424.444;2.043.199;.9311299;1;0;0;0;0;0;0;0;0;1;424.444
1;92;0;0;0;0;24249;109;1.366.667;0;2.079.442;.4506221;0;1;0;0;0;0;0;0;0;0;1.366.667
0;91;0;0;0;0;24265;118;0;5.733.333;2.923.162;1.159.943;0;0;0;0;0;1;0;0;1;0;5.733.333
0;93;0;0;0;0;24266;162;0;211.111;2.782.928;1.480.282;0;1;0;0;0;0;0;0;0;0;211.111
1;57;0;0;0;0;24273;126;0;0;2.089.781;.5879101;0;0;0;0;1;0;0;0;0;0;0
1;36;0;0;1;0;24275;124;0;0;2.302.585;-.2129364;0;1;0;0;0;0;0;1;0;0;0
0;32;1;0;0;0;24277;128;0;4.466.661;2.477.378;-.2129364;0;0;0;0;1;0;0;0;0;1;4.466.661
1;67;0;0;0;1;24320;144;0;1.166.667;2.071.762;-.739207;1;0;0;0;0;0;0;0;0;1;1.166.667
1;30;0;0;1;0;24321;32;0;0;14.102;-1.013.783;0;0;0;1;0;0;0;0;0;1;0
1;70;1;0;0;0;24333;120;.1;4.1;2.837.615;0;0;0;0;0;0;1;0;0;1;0;4.2
1;95;0;0;0;0;24351;14;0;0;1.670.721;0;0;0;0;1;0;0;0;0;1;0;0
0;95;1;0;0;0;24352;106;.2;4.141.667;1.815.665;1.068.418;0;0;0;0;0;0;1;0;1;0;4.341.667
1;79;0;1;0;1;24378;141;1.633.331;0;2.331.172;.1989275;0;0;0;1;0;0;0;0;0;0;1.633.331
1;52;0;0;0;0;24386;114;0;0;1.937.302;-.670563;0;0;0;0;0;0;0;1;0;0;0
1;45;0;0;0;0;24402;72;0;0;1.609.438;.1074022;0;0;0;0;0;0;0;0;1;0;0
1;72;0;0;0;0;24405;100;0;0;1.781.604;-.5790377;0;0;0;1;0;0;0;0;0;1;0
1;14;0;0;0;0;24429;159;0;0;1.609.438;-.1671738;0;1;0;0;0;0;0;0;0;1;0
0;9;0;0;0;1;24434;67;0;0;1.791.759;-.7620883;1;0;0;0;0;0;0;0;0;0;0
1;61;0;0;0;0;24447;135;0;0;1.981.001;-.1442924;0;0;0;0;0;0;0;0;0;1;0
